cache_invalidation_method_compress,cache_invalidation_method_decompress,page_number,iteration_number,compressed_size,uncompressed_size,compression_time,decompression_time
1,0,363,0,4368,4096,8778,5252
1,0,364,0,4368,4096,8749,5279
1,0,365,0,4368,4096,8510,5273
1,0,366,0,4368,4096,8514,5274
1,0,367,0,4368,4096,8669,5240
1,0,368,0,880,4096,8390,6376
1,0,369,0,4368,4096,8563,5220
1,0,370,0,4368,4096,8756,5260
1,0,371,0,4368,4096,8383,5247
1,0,372,0,4368,4096,8550,5264
1,0,373,0,4368,4096,8371,5255
1,0,374,0,4368,4096,8977,5252
1,0,375,0,4368,4096,8458,5266
1,0,376,0,4368,4096,8473,5269
1,0,377,0,4368,4096,9679,5258
1,0,378,0,4368,4096,8392,6577
1,0,379,0,4368,4096,8572,5249
1,0,380,0,4368,4096,8390,5270
1,0,381,0,4368,4096,8553,5287
1,0,382,0,4368,4096,8792,5292
1,0,383,0,4368,4096,8602,5243
1,0,384,0,4368,4096,8326,5274
1,0,385,0,4368,4096,8552,5275
1,0,386,0,4368,4096,8406,5249
1,0,387,0,4368,4096,8507,5283
1,0,388,0,4368,4096,8418,5249
1,0,389,0,4368,4096,8697,5260
1,0,390,0,4368,4096,8408,5273
1,0,391,0,4368,4096,8540,5277
1,0,392,0,4368,4096,8493,5272
1,0,393,0,4368,4096,8447,5271
1,0,394,0,4368,4096,9624,6101
1,0,395,0,4368,4096,9867,6120
1,0,396,0,4368,4096,9656,6112
1,0,397,0,4368,4096,9621,6165
1,0,398,0,4368,4096,9851,6148
1,0,399,0,4368,4096,9748,6137
1,0,400,0,4368,4096,10007,6121
1,0,401,0,4368,4096,9804,6117
1,0,402,0,4368,4096,9884,6143
1,0,403,0,4368,4096,9557,6139
1,0,404,0,4368,4096,9851,6132
1,0,405,0,4368,4096,9945,7503
1,0,406,0,4368,4096,9759,6121
1,0,407,0,876,4096,9679,7224
1,0,408,0,4368,4096,9763,6158
1,0,409,0,4368,4096,9902,6114
1,0,410,0,4368,4096,9765,6088
1,0,411,0,4368,4096,9752,6140
1,0,412,0,4368,4096,9661,6112
1,0,413,0,4368,4096,9849,6137
1,0,414,0,4368,4096,10114,6138
1,0,415,0,4368,4096,9769,6113
1,0,416,0,4368,4096,9776,6111
1,0,417,0,4368,4096,9672,6129
1,0,418,0,4368,4096,9782,6165
1,0,419,0,4368,4096,9885,6152
1,0,420,0,4368,4096,9754,6141
1,0,421,0,4368,4096,9719,6111
1,0,422,0,4368,4096,9863,6115
1,0,423,0,4368,4096,9732,6127
1,0,424,0,4368,4096,8420,5308
1,0,425,0,4368,4096,8375,5279
1,0,426,0,4368,4096,8474,5249
1,0,427,0,4368,4096,8481,5255
1,0,428,0,4368,4096,8500,5263
1,0,429,0,4368,4096,8395,5283
1,0,430,0,4368,4096,8516,5250
1,0,431,0,4368,4096,8672,5269
1,0,432,0,4368,4096,8434,5246
1,0,433,0,4368,4096,8427,5145
1,0,434,0,4368,4096,8836,5245
1,0,435,0,4368,4096,8625,5249
1,0,436,0,4368,4096,8387,5237
1,0,437,0,4368,4096,8445,5278
1,0,438,0,4368,4096,8479,5251
1,0,439,0,852,4096,8797,6053
1,0,440,0,4368,4096,8876,5291
1,0,441,0,4368,4096,8485,5268
1,0,442,0,4368,4096,8441,5298
1,0,443,0,4372,4096,8603,5277
1,0,444,0,4368,4096,8402,5251
1,0,445,0,4368,4096,8402,5258
1,0,446,0,4368,4096,8637,5296
1,0,447,0,4368,4096,8477,5272
1,0,448,0,4368,4096,8265,5268
1,0,449,0,4368,4096,8352,5337
1,0,450,0,4368,4096,8349,5281
1,0,451,0,4368,4096,8507,5261
1,0,452,0,4368,4096,8583,5256
1,0,453,0,4368,4096,8314,5273
1,0,454,0,4368,4096,8427,5303
1,0,455,0,884,4096,9305,6816
1,0,456,0,4368,4096,8437,5267
1,0,457,0,4368,4096,8527,5251
